concept_synonym 적용 전 매핑된 코드 수,concept_synonym 적용 후 매핑된 코드 수,전체 코드 수,concept_synonym 적용 전 매핑률,concept_synonym 적용 후 매핑률
26,88,112,0.23423423423423423,0.7857142857142857
